,name,city,state,n_students,type,acceptance_difficulty,freshman_satisfaction,grad_rate,resident_cost,nonresident_cost,need_met,merit_aid,avg_grad_debt,gender_mix,pct_american_indian,pct_african_american,pct_asian_pacific_islander,pct_hispanic,pct_international
538,Fairmont State University,Fairmont,WV,3807.0,Pub,Min,0.64,0.16,16518.0,25328.0,0.73,0.41,25291.0,Coed,0.002,0.052000000000000005,0.006,0.021,0.027000000000000003
539,Faith Baptist Bible College and Theological Seminary,Ankeny,IA,226.0,Priv,Min,0.73,0.39299999999999996,23726.0,23726.0,0.46,0.89,15006.0,Coed,0.009000000000000001,0.004,0.013000000000000001,0.009000000000000001,0.004
540,Family of Faith College,Shawnee,OK,,Priv,Not Reported,,,,,,,,Coed,,,,,
541,Farmingdale State College,Farmingdale,NY,9916.0,Pub,Mod,0.84,0.32299999999999995,25056.0,34966.0,0.64,0.01,22047.0,Coed,0.002,0.09699999999999999,0.09,0.22699999999999998,0.016
542,Fashion Institute of Design and Merchandising: Los Angeles,Los Angeles,CA,2154.0,Proft,Mod,,,,,,,,Coed,,,,,
543,Fashion Institute of Technology,New York,NY,8555.0,Pub,Mod,0.89,0.768,23166.0,33546.0,0.73,0.21,23968.0,Not Reported,0.001,0.106,0.135,0.23,0.114
544,Faulkner University,Montgomery,AL,2672.0,Priv,Min,0.58,0.11800000000000001,35240.0,35240.0,0.61,0.66,33622.0,Coed,0.002,0.441,0.009000000000000001,0.019,0.022000000000000002
545,Fayetteville State University,Fayetteville,NC,5473.0,Pub,Min,0.775,,14511.0,26119.0,0.78,0.04,25215.0,Coed,0.025,0.632,0.02,0.081,0.006
546,Felician College,Lodi,NJ,1626.0,Priv,Mod,0.76,0.261,54010.0,54010.0,0.72,0.97,,Coed,0.004,0.24100000000000002,0.055,0.298,0.022000000000000002
547,Ferris State University,Big Rapids,MI,12504.0,Pub,Min,0.79,0.22399999999999998,24515.0,24515.0,0.74,0.74,36530.0,Coed,0.005,0.076,0.023,0.054000000000000006,0.006999999999999999
548,Ferrum College,Ferrum,VA,1451.0,Priv,Min,0.47,0.138,50285.0,50285.0,0.73,0.97,30353.0,Coed,0.004,0.306,0.008,0.054000000000000006,0.008
549,Finlandia University,Hancock,MI,545.0,Priv,Min,0.61,0.134,,,,,,Coed,,,,,
550,Fisher College,Boston,MA,1882.0,Priv,Min,0.6,0.419,53036.0,53036.0,,0.11,12724.0,Coed,0.001,0.124,0.011000000000000001,0.111,0.09300000000000001
551,Fisk University,Nashville,TN,805.0,Priv,Mod,0.82,0.371,32270.0,32270.0,0.85,,6147.0,Coed,0.0,0.88,0.006999999999999999,0.031,0.0
552,Fitchburg State University,Fitchburg,MA,4086.0,Pub,Mod,0.7340000000000001,0.373,21816.0,27896.0,0.75,0.33,27377.0,Coed,0.001,0.107,0.023,0.125,0.003
553,Five Towns College,Dix Hills,NY,654.0,Proft,Mod,0.74,0.209,,,0.68,0.92,35340.0,Coed,0.011000000000000001,0.196,0.037000000000000005,0.151,0.0
554,Flagler College,St. Augustine,FL,2676.0,Priv,Mod,0.72,0.431,36260.0,36260.0,0.6,0.3,29705.0,Coed,0.003,0.039,0.01,0.065,0.036000000000000004
555,Florida Agricultural and Mechanical University,Tallahassee,FL,8137.0,Pub,Mod,0.8059999999999999,0.135,23207.0,35147.0,0.67,0.56,7454.0,Coed,0.0,0.8590000000000001,0.006999999999999999,0.037000000000000005,0.005
556,Florida Atlantic University,Boca Raton,FL,24569.0,Pub,Mod,0.82,0.256,26679.0,42235.0,0.67,0.17,23454.0,Coed,0.002,0.205,0.043,0.285,0.031
557,Florida Career College,Miami,FL,3952.0,Proft,Non,,,,,,,,Coed,,,,,
558,Florida College,Temple Terrace,FL,508.0,Priv,Mod,,,30490.0,30490.0,0.49,0.64,,Coed,0.008,0.069,0.013999999999999999,0.071,0.024
559,Florida Gulf Coast University,Fort Myers,FL,13820.0,Pub,Mod,0.8,0.215,19350.0,37487.0,0.54,0.25,26488.0,Coed,0.002,0.073,0.019,0.21,0.019
560,Florida Institute of Technology,Melbourne,FL,3635.0,Priv,Mod,0.8,0.433,60150.0,60150.0,0.87,0.88,33511.0,Coed,0.003,0.08900000000000001,0.046,0.127,0.318
561,Florida International University,Miami,FL,47586.0,Pub,Mod,0.89,0.267,23866.0,36264.0,0.36,0.74,19923.0,Coed,0.001,0.134,0.026000000000000002,0.7140000000000001,0.057
562,Florida Memorial University,Miami-Dade,FL,1669.0,Priv,Non,0.7,0.28,,,0.72,0.37,3500.0,Coed,,,,,
563,Florida Southern College,Lakeland,FL,2723.0,Priv,Mod,0.82,0.573,53720.0,53720.0,0.79,0.74,28974.0,Coed,0.011000000000000001,0.066,0.035,0.129,0.033
564,Florida State University,Tallahassee,FL,33093.0,Pub,Very,0.935,0.626,23307.0,38473.0,0.7,0.47,23679.0,Coed,0.002,0.083,0.025,0.207,0.016
565,Fontbonne University,St. Louis,MO,1099.0,Priv,Mod,0.7929999999999999,0.376,36885.0,36885.0,,0.96,24281.0,Coed,0.004,0.166,0.017,0.023,0.066
566,Fordham University,New York,NY,9645.0,Priv,Very,0.9,0.79,76891.0,76891.0,0.8,0.39,37429.0,Coed,0.001,0.046,0.12,0.16,0.08800000000000001
567,Fort Hays State University,Hays,KS,11831.0,Pub,Min,0.69,0.18600000000000003,13662.0,21521.0,0.44,0.19,26417.0,Coed,0.006,0.051,0.015,0.096,0.285
568,Fort Lewis College,Durango,CO,3267.0,Pub,Mod,0.619,0.257,23557.0,34204.0,0.9,0.18,20379.0,Coed,0.268,0.01,0.008,0.11199999999999999,0.008
569,Fort Valley State University,Fort Valley,GA,2229.0,Pub,Mod,0.57,0.1,22106.0,35182.0,0.94,1.0,,Coed,0.0,0.9590000000000001,0.001,0.003,0.0
570,Framingham State University,Framingham,MA,3937.0,Pub,Mod,0.7,0.40700000000000003,27284.0,33364.0,0.6,0.14,30781.0,Coed,0.001,0.122,0.03,0.161,0.004
571,Francis Marion University,Florence,SC,3460.0,Pub,Mod,0.66,0.136,20753.0,31137.0,0.68,0.09,32346.0,Coed,0.005,0.42700000000000005,0.012,0.025,0.017
572,Franciscan University of Steubenville,Steubenville,OH,2090.0,Priv,Mod,0.84,0.665,36130.0,36130.0,0.68,0.37,34222.0,Coed,0.002,0.006999999999999999,0.019,0.106,0.006
573,Franklin & Marshall College,Lancaster,PA,2283.0,Priv,Very,0.92,0.805,76020.0,76020.0,1.0,0.13,27149.0,Coed,0.001,0.073,0.061,0.11699999999999999,0.156
574,Franklin College,Franklin,IN,1016.0,Priv,Mod,0.75,0.5579999999999999,47414.0,47414.0,0.71,0.23,36154.0,Coed,0.003,0.042,0.008,0.027000000000000003,0.003
575,Franklin Pierce University,Rindge,NH,1628.0,Priv,Min,0.59,0.45,54266.0,54266.0,0.73,0.95,41661.0,Coed,0.004,0.07200000000000001,0.015,0.07200000000000001,0.027000000000000003
576,Franklin University,Columbus,OH,4676.0,Priv,Non,,0.049,,,,0.7,,Coed,0.002,0.215,0.028999999999999998,0.032,0.013999999999999999
577,Franklin W. Olin College of Engineering,Needham,MA,390.0,Priv,Most,1.0,0.778,74286.0,74286.0,1.0,1.0,20480.0,Coed,0.0,0.023,0.145,0.10400000000000001,0.113
578,Freed-Hardeman University,Henderson,TN,1402.0,Priv,Mod,0.78,0.44299999999999995,29900.0,29900.0,0.77,0.42,32899.0,Coed,0.001,0.042,0.011000000000000001,0.017,0.013000000000000001
579,Fresno Pacific University,Fresno,CA,2439.0,Priv,Mod,0.83,0.502,41408.0,41408.0,0.49,0.42,,Coed,0.024,0.076,0.08199999999999999,0.285,0.008
580,Friends University,Wichita,KS,1146.0,Priv,Mod,0.74,0.21100000000000002,46554.0,46554.0,0.91,0.96,28175.0,Coed,0.017,0.08800000000000001,0.011000000000000001,0.10800000000000001,0.0
581,Frostburg State University,Frostburg,MD,4725.0,Pub,Mod,0.74,0.285,19184.0,33284.0,0.59,0.51,29802.0,Coed,0.002,0.32799999999999996,0.024,0.057999999999999996,0.044000000000000004
582,Full Sail University,Winter Park,FL,8921.0,Proft,Not Reported,0.84,,,,0.0,0.16,63978.0,Not Reported,,,,,
583,Furman University,Greenville,SC,2768.0,Priv,Mod,0.914,0.745,66626.0,66626.0,0.83,0.5,34072.0,Coed,0.002,0.07200000000000001,0.024,0.059000000000000004,0.035
584,Gallaudet University,Washington,DC,1121.0,Priv,Mod,0.8,0.19699999999999998,38860.0,38860.0,0.76,0.13,16557.0,Coed,0.006999999999999999,0.16699999999999998,0.045,0.10800000000000001,0.073
585,Gannon University,Erie,PA,3076.0,Priv,Mod,0.848,0.47200000000000003,,,0.76,0.28,,Coed,0.001,0.053,0.017,0.033,0.091
586,Gardner-Webb University,Boiling Springs,NC,2343.0,Priv,Mod,0.66,0.33,42030.0,42030.0,0.75,0.95,30808.0,Coed,0.006999999999999999,0.153,0.015,0.031,0.009000000000000001
587,Geneva College,Beaver Falls,PA,1376.0,Priv,Mod,0.76,0.575,41660.0,41660.0,0.77,0.25,36605.0,Coed,0.002,0.07400000000000001,0.012,0.016,0.021
588,George Fox University,Newberg,OR,2569.0,Priv,Mod,0.8,0.62,48780.0,48780.0,0.88,0.31,32043.0,Coed,0.006999999999999999,0.018000000000000002,0.049,0.11,0.043
589,George Mason University,Fairfax,VA,26192.0,Pub,Mod,0.8640000000000001,0.474,28925.0,52385.0,0.63,0.36,30790.0,Coed,0.001,0.11900000000000001,0.217,0.16,0.054000000000000006
590,George Washington University,Washington,DC,11999.0,Priv,Most,0.912,0.728,75235.0,75235.0,0.88,0.6,33305.0,Coed,0.001,0.076,0.114,0.11,0.11199999999999999
591,Georgetown College,Georgetown,KY,961.0,Priv,Mod,0.63,0.53,53518.0,53518.0,0.83,0.21,31084.0,Coed,0.002,0.09699999999999999,0.006999999999999999,0.038,0.004
592,Georgetown University,Washington,DC,7463.0,Priv,Most,0.96,0.899,70954.0,70954.0,1.0,0.15,25726.0,Coed,0.0,0.07200000000000001,0.107,0.11599999999999999,0.138
593,Georgia College and State University,Milledgeville,GA,5958.0,Pub,Mod,0.848,0.47700000000000004,28536.0,47250.0,0.66,0.5,31402.0,Coed,0.001,0.051,0.012,0.057999999999999996,0.005
594,Georgia Gwinnett College,Lawrenceville,GA,12287.0,Pub,Non,0.6729999999999999,0.026000000000000002,23498.0,34480.0,,,,Coed,0.001,0.331,0.11,0.19399999999999998,0.023
595,Georgia Institute of Technology,Atlanta,GA,15572.0,Pub,Most,0.9690000000000001,0.391,31572.0,52684.0,0.66,0.63,32760.0,Coed,0.0,0.076,0.231,0.073,0.09
596,Georgia Regents University,Augusta,GA,5113.0,Pub,Mod,0.7509999999999999,0.059000000000000004,14444.0,29446.0,,0.51,,Coed,0.003,0.24100000000000002,0.024,0.06,0.013000000000000001
597,Georgia Southern University,Statesboro,GA,23134.0,Pub,Mod,0.78,0.253,24634.0,38452.0,0.63,0.06,29030.0,Coed,0.004,0.257,0.024,0.069,0.015
598,Georgia Southwestern State University,Americus,GA,2606.0,Pub,Mod,0.6509999999999999,0.111,14456.0,27532.0,0.59,0.6,25775.0,Coed,0.002,0.268,0.016,0.057999999999999996,0.018000000000000002
599,Georgia State University,Atlanta,GA,27180.0,Pub,Mod,0.83,0.267,28867.0,47905.0,0.53,0.72,29584.0,Coed,0.001,0.426,0.146,0.11900000000000001,0.027000000000000003
600,Georgian Court University,Lakewood,NJ,1613.0,Priv,Mod,0.72,0.28,52760.0,52760.0,0.8,0.18,37502.0,Coed,0.005,0.11699999999999999,0.028999999999999998,0.131,0.013000000000000001
601,Gettysburg College,Gettysburg,PA,2409.0,Priv,Most,0.9,0.805,73560.0,73560.0,0.9,0.65,31670.0,Coed,0.001,0.038,0.024,0.081,0.069
602,Glenville State College,Glenville,WV,1732.0,Pub,Non,0.62,0.159,17250.0,26460.0,0.65,0.42,28775.0,Coed,0.0,0.191,0.006,0.019,0.004
603,Global University,Springfield,MO,4176.0,Priv,Non,,,,,,,,Coed,,,,,
604,God's Bible School and College,Cincinnati,OH,292.0,Priv,Not Reported,0.69,,,,,,,Coed,,,,,
605,Goddard College,Plainfield,VT,194.0,Priv,Min,0.66,,,,0.37,,,Coed,0.036000000000000004,0.01,0.026000000000000002,0.021,0.0
606,Golden Gate University,San Francisco,CA,475.0,Priv,Mod,0.5,,,,,,,Coed,0.124,0.006,0.29,0.165,0.019
607,Goldey-Beacom College,Wilmington,DE,625.0,Priv,Not Reported,0.85,0.355,,,,,,Coed,0.002,0.259,0.054000000000000006,0.091,0.092
608,Goldfarb School of Nursing at Barnes-Jewish College,St. Louis,MO,630.0,Priv,Mod,,,,,,,,Not Reported,0.005,0.068,0.021,0.027000000000000003,0.003
609,Gonzaga University,Spokane,WA,5317.0,Priv,Mod,0.94,0.731,62164.0,62164.0,0.79,0.88,30576.0,Coed,0.006,0.013000000000000001,0.057,0.11,0.013999999999999999
610,Gordon College,Wenham,MA,1618.0,Priv,Mod,0.83,0.574,52436.0,52436.0,0.75,0.4,39930.0,Coed,0.001,0.051,0.057,0.09699999999999999,0.092
611,Goshen College,Goshen,IN,845.0,Priv,Mod,0.73,0.5539999999999999,48100.0,48100.0,0.84,0.39,27062.0,Coed,0.001,0.047,0.023,0.253,0.077
612,Goucher College,Baltimore,MD,1473.0,Priv,Mod,0.79,0.544,64050.0,64050.0,0.85,0.37,28321.0,Coed,0.0,0.136,0.047,0.065,0.032
613,Governors State University,University Park,IL,3326.0,Pub,Mod,0.539,,23718.0,33108.0,0.73,0.02,,Coed,0.001,0.405,0.019,0.134,0.015
614,Grace Bible College,Grand Rapids,MI,207.0,Priv,Min,0.8,0.326,,,0.6,0.74,21527.0,Coed,0.0,0.039,0.015,0.024,0.005
615,Grace College,Winona Lake,IN,1934.0,Priv,Mod,0.8,0.578,33902.0,33902.0,,,,Coed,0.0,0.06,0.012,0.054000000000000006,0.006
616,Graceland University,Lamoni,IA,1180.0,Priv,Mod,0.594,0.377,43960.0,43960.0,0.81,1.0,33934.0,Coed,0.005,0.098,0.028999999999999998,0.10099999999999999,0.047
617,Grambling State University,Grambling,LA,4089.0,Pub,Non,0.68,,26461.0,35484.0,0.0,0.83,,Coed,0.002,0.945,0.002,0.015,0.053
618,Grand Canyon University,Phoenix,AZ,,Proft,Mod,,,,,0.0,0.63,,Coed,0.006999999999999999,0.21600000000000003,0.021,0.061,0.001
619,Grand Valley State University,Allendale,MI,21680.0,Pub,Mod,0.845,0.35700000000000004,23250.0,28686.0,0.69,0.27,28415.0,Coed,0.003,0.047,0.026000000000000002,0.055999999999999994,0.011000000000000001
620,Grand View University,Des Moines,IA,1788.0,Priv,Min,0.67,0.319,40388.0,40388.0,0.79,0.33,34436.0,Coed,0.004,0.07,0.03,0.047,0.027999999999999997
621,Granite State College,Concord,NH,1758.0,Pub,Non,0.46,0.409,,,,,,Coed,0.004,0.03,0.01,0.039,0.001
622,Grantham University,Lenexa,KS,7898.0,Proft,Non,,,,,,,,Coed,,,,,
623,Great Basin College,Elko,NV,3362.0,Pub,Non,0.65,,11735.0,18513.0,,0.71,,Coed,0.03,0.024,0.026000000000000002,0.19399999999999998,0.0
624,Great Lakes Christian College,Lansing,MI,225.0,Priv,Min,0.53,0.10400000000000001,27804.0,27804.0,,,,Coed,0.005,0.233,0.005,0.021,0.026000000000000002
625,Greensboro College,Greensboro,NC,894.0,Priv,Min,0.546,0.32799999999999996,39940.0,39940.0,0.71,0.89,43509.0,Coed,0.002,0.321,0.01,0.025,0.0
626,Greenville College,Greenville,IL,964.0,Priv,Mod,0.695,0.359,41322.0,41322.0,0.73,0.22,32956.0,Coed,0.0,0.159,0.006,0.067,0.06
627,Grinnell College,Grinnell,IA,1712.0,Priv,Very,0.96,0.8370000000000001,70546.0,70546.0,1.0,0.25,18694.0,Coed,0.0,0.07200000000000001,0.09300000000000001,0.086,0.19
628,Grove City College,Grove City,PA,2338.0,Priv,Mod,0.87,0.768,30380.0,30380.0,0.52,0.16,41690.0,Coed,0.001,0.006999999999999999,0.02,0.015,0.009000000000000001
629,Guilford College,Greensboro,NC,1674.0,Priv,Mod,0.66,0.455,55070.0,55070.0,0.9,0.93,35392.0,Coed,0.005,0.257,0.032,0.086,0.01
630,Gustavus Adolphus College,St. Peter,MN,2201.0,Priv,Very,0.88,0.7909999999999999,59240.0,59240.0,0.96,0.51,34655.0,Coed,0.0,0.026000000000000002,0.053,0.053,0.046
631,Gutenberg College,Eugene,OR,13.0,Priv,Mod,0.75,1.0,20000.0,20000.0,,,,Coed,,,,,
632,Gwynedd-Mercy University,Gwynedd Valley,PA,2033.0,Priv,Mod,0.815,0.456,50766.0,50766.0,0.74,0.22,44763.0,Coed,0.005,0.217,0.062,0.052000000000000005,0.0
633,Hallmark University,San Antonio,TX,872.0,Priv,Mod,0.47,,17487.0,17487.0,,,,Coed,0.021,0.11800000000000001,0.032,0.447,0.0
634,Hamilton College,Clinton,NY,1915.0,Priv,Very,0.94,0.8809999999999999,74190.0,74190.0,1.0,,20582.0,Coed,0.001,0.047,0.073,0.10300000000000001,0.066
635,Hamilton Technical College,Davenport,IA,,Proft,Non,,,,,,,,Coed,,,,,
636,Hamline University,St. Paul,MN,2106.0,Priv,Mod,0.74,0.547,54056.0,54056.0,0.83,0.22,33341.0,Coed,0.002,0.08900000000000001,0.076,0.096,0.009000000000000001
637,Hampden-Sydney College,Hampden-Sydney,VA,1072.0,Priv,Mod,0.8140000000000001,0.61,63602.0,63602.0,0.8,0.44,33777.0,Men,0.005,0.049,0.006999999999999999,0.038,0.004
638,Hampshire College,Amherst,MA,1268.0,Priv,Mod,0.765,0.47200000000000003,67514.0,67514.0,0.95,0.37,28150.0,Coed,0.001,0.076,0.024,0.126,0.049
639,Hampton University,Hampton,VA,3799.0,Priv,Mod,0.77,0.375,45590.0,45590.0,0.54,0.58,33095.0,Coed,0.004,0.9640000000000001,0.003,0.012,0.006999999999999999
640,Hannibal-LaGrange University,Hannibal,MO,911.0,Priv,Min,,,33110.0,33110.0,,,,Coed,0.004,0.040999999999999995,0.008,0.027000000000000003,0.064
641,Hanover College,Hanover,IN,1104.0,Priv,Mod,0.75,0.691,53750.0,53750.0,0.9,0.27,30665.0,Coed,0.003,0.061,0.01,0.033,0.027000000000000003
642,Hardin-Simmons University,Abilene,TX,1765.0,Priv,Mod,,0.359,43346.0,43346.0,0.8,0.99,36053.0,Coed,0.004,0.09300000000000001,0.019,0.195,0.031
643,Harding University,Searcy,AR,3974.0,Priv,Mod,0.85,0.45899999999999996,31706.0,31706.0,0.81,0.39,33954.0,Coed,0.003,0.047,0.009000000000000001,0.04,0.059000000000000004
644,Harris-Stowe State University,St. Louis,MO,1442.0,Pub,Non,0.5529999999999999,0.018000000000000002,15975.0,20607.0,0.0,,,Coed,0.001,0.81,0.005,0.027000000000000003,0.015
645,Harrisburg University of Science and Technology,Harrisburg,PA,511.0,Priv,Min,0.54,,34100.0,34100.0,0.69,0.24,34547.0,Coed,0.006,0.381,0.036000000000000004,0.131,0.013999999999999999
646,Hartwick College,Oneonta,NY,1176.0,Priv,Mod,0.6920000000000001,0.539,61560.0,61560.0,0.82,0.25,27653.0,Coed,0.018000000000000002,0.10099999999999999,0.032,0.054000000000000006,0.025
647,Harvard College,Cambridge,MA,6788.0,Priv,Most,0.98,0.868,73800.0,73800.0,1.0,0.0,13372.0,Coed,0.003,0.09699999999999999,0.23600000000000002,0.126,0.129
648,Harvey Mudd College,Claremont,CA,844.0,Priv,Most,0.98,0.861,79789.0,79789.0,1.0,0.44,31594.0,Coed,0.005,0.042,0.19899999999999998,0.195,0.10099999999999999
649,Haskell Indian Nations University,Lawrence,KS,894.0,Pub,Min,,,,,,,,Coed,,,,,
650,Hastings College,Hastings,NE,1183.0,Priv,Mod,0.74,,44678.0,44678.0,0.81,0.38,27784.0,Coed,0.005,0.035,0.018000000000000002,0.057999999999999996,0.019
651,Haverford College,Haverford,PA,1310.0,Priv,Most,0.97,0.8809999999999999,76384.0,76384.0,1.0,0.12,11000.0,Coed,0.002,0.08,0.149,0.113,0.11
652,Hawaii Pacific University,Honolulu,HI,3560.0,Priv,Mod,0.65,0.22699999999999998,50624.0,50624.0,0.5,0.95,27481.0,Coed,0.006999999999999999,0.057999999999999996,0.187,0.16,0.1
653,Hebrew Theological College,Skokie,IL,415.0,Priv,Mod,,,,,,,,Not Reported,,,,,
654,Heidelberg University,Tiffin,OH,1059.0,Priv,Mod,0.67,0.392,44400.0,44400.0,0.82,0.1,35872.0,Coed,0.001,0.1,0.01,0.034,0.0
655,Hellenic College ,Brookline,MA,92.0,Priv,Min,0.81,0.409,39282.0,39282.0,,,,Coed,0.0,0.0,0.012,0.047,0.065
656,Henderson State University,Arkadelphia,AR,3066.0,Pub,Mod,0.6,0.18100000000000002,20931.0,22581.0,0.45,0.91,20638.0,Coed,0.004,0.23800000000000002,0.008,0.044000000000000004,0.013999999999999999
657,Hendrix College,Conway,AR,1238.0,Priv,Very,0.83,0.6729999999999999,62174.0,62174.0,,,27786.0,Coed,0.008,0.075,0.053,0.055999999999999994,0.017
658,Heritage Christian University,Florence,AL,63.0,Priv,Non,0.33,0.25,21498.0,21498.0,0.93,,,Not Reported,0.0,0.085,,0.034,0.033
659,Heritage University,Toppenish,WA,861.0,Priv,Not Reported,0.68,0.02,,,0.57,0.02,11909.0,Coed,0.052000000000000005,0.011000000000000001,0.013999999999999999,0.621,0.01
660,Herzing University - Birmingham,Birmingham,AL,,Proft,Not Reported,,,,,,,,Coed,,,,,
661,Herzing University - Toledo,Toledo,OH,,Proft,Not Reported,,,,,,,,Coed,,,,,
662,Herzing University Atlanta,Atlanta,GA,,Proft,Not Reported,,,,,,,,Coed,,,,,
663,Herzing University Brookfield,Brookfield,WI,,Proft,Not Reported,,,,,,,,Coed,,,,,
664,Herzing University Kenner,Kenner,LA,,Proft,Not Reported,,,,,,,,Coed,,,,,
665,Herzing University Kenosha,Kenosha,WI,,Proft,Not Reported,,,,,,,,Coed,,,,,
666,Herzing University Madison,Madison,WI,,Proft,Not Reported,,,,,,,,Coed,,,,,
667,High Point University,High Point,NC,4545.0,Priv,Mod,0.8140000000000001,0.5920000000000001,54720.0,54720.0,0.57,0.75,39597.0,Coed,0.004,0.051,0.018000000000000002,0.055,0.027000000000000003
668,Hilbert College,Hamburg,NY,746.0,Priv,Min,0.71,0.43700000000000006,31750.0,31750.0,0.76,0.14,19613.0,Coed,0.016,0.061,0.006,0.033,0.005
669,Hillsdale College,Hillsdale,MI,1468.0,Priv,Very,0.91,0.787,43258.0,43258.0,0.6,0.89,32199.0,Coed,,,,,
670,Hiram College,Hiram,OH,1244.0,Priv,Mod,0.76,0.515,51095.0,51095.0,0.73,0.08,37771.0,Coed,0.002,0.174,0.019,0.061,0.01
671,Hobart and William Smith Colleges,Geneva,NY,2237.0,Priv,Very,0.86,0.755,73710.0,73710.0,0.82,0.39,33205.0,Coed,0.005,0.064,0.037000000000000005,0.051,0.062
672,Hobe Sound Bible College,Hobe Sound,FL,,Priv,Non,,,12860.0,12860.0,0.75,,7000.0,Coed,,,,,
673,Hodges University,Naples,FL,1487.0,Priv,Min,,,,,0.7,0.6,17775.0,Coed,,,,,
674,Hofstra University,Hempstead,NY,6701.0,Priv,Mod,0.82,0.515,66988.0,66988.0,0.72,0.39,,Coed,0.004,0.095,0.124,0.132,0.059000000000000004
675,Hollins University,Roanoke,VA,676.0,Priv,Mod,0.7809999999999999,0.516,56940.0,56940.0,0.85,1.0,33408.0,Not Reported,0.006,0.109,0.026000000000000002,0.08,0.066
676,Holy Apostles College and Seminary,Cromwell,CT,166.0,Priv,Non,,0.667,,,,,,Coed,0.0,0.01,0.08199999999999999,0.196,0.292
677,Holy Cross College,Notre Dame,IN,601.0,Priv,Mod,0.65,0.386,,,,,,Coed,0.006999999999999999,0.106,0.019,0.099,0.04
678,Holy Family University,Philadelphia,PA,2093.0,Priv,Min,0.784,0.445,47310.0,47310.0,0.81,0.96,36609.0,Coed,0.002,0.124,0.055999999999999994,0.040999999999999995,0.002
679,Holy Names University,Oakland,CA,591.0,Priv,Mod,0.82,,57663.0,57663.0,0.28,0.4,10500.0,Coed,0.002,0.191,0.109,0.44799999999999995,0.034
680,Holy Trinity Orthodox Seminary,Jordanville,NY,77.0,Priv,Non,,,26880.0,26880.0,,,,Men,,0.091,0.182,0.091,0.42100000000000004
681,Hood College,Frederick,MD,1092.0,Priv,Mod,0.71,0.591,58450.0,58450.0,0.76,0.26,35237.0,Coed,0.002,0.18100000000000002,0.035,0.113,0.018000000000000002
682,Hope College,Holland,MI,3150.0,Priv,Mod,0.91,0.6729999999999999,48680.0,48680.0,0.8,0.87,35635.0,Coed,0.0,0.027999999999999997,0.022000000000000002,0.079,0.025
683,Hope International University,Fullerton,CA,726.0,Priv,Mod,0.725,0.369,49714.0,49714.0,0.26,0.55,33016.0,Coed,0.013000000000000001,0.076,0.045,0.294,0.016
684,Horizon University,Indianapolis,IN,,Priv,Non,,,,,,,,Coed,,,,,
685,Houghton College,Houghton,NY,1043.0,Priv,Mod,0.86,0.636,41776.0,41776.0,0.61,0.87,32861.0,Coed,0.001,0.037000000000000005,0.034,0.012,0.122
686,Houston Baptist University,Houston,TX,2316.0,Priv,Mod,0.7170000000000001,0.294,47967.0,47967.0,0.72,1.0,33667.0,Coed,0.003,0.191,0.09300000000000001,0.361,0.034
687,Howard Payne University,Brownwood,TX,990.0,Priv,Mod,0.48,,40372.0,40372.0,0.75,0.17,34875.0,Coed,0.01,0.051,0.017,0.12300000000000001,0.0
688,Howard University,Washington,DC,6883.0,Priv,Mod,0.894,0.39799999999999996,39697.0,39697.0,0.63,0.43,26181.0,Coed,0.008,0.953,0.016,0.005,0.052000000000000005
689,Humboldt State University,Arcata,CA,7195.0,Pub,Min,0.71,0.163,25702.0,37582.0,0.69,0.08,23368.0,Coed,0.012,0.038,0.031,0.35700000000000004,0.013000000000000001
690,Humphreys College,Stockton,CA,669.0,Priv,Non,,,,,,,,Coed,,,,,
691,Hunter College,New York,NY,17212.0,Pub,Mod,0.853,0.276,18831.0,30101.0,0.76,0.63,15096.0,Coed,0.002,0.12300000000000001,0.32299999999999995,0.237,0.054000000000000006
692,Huntingdon College,Montgomery,AL,1102.0,Priv,Mod,0.65,0.266,39235.0,39235.0,0.67,0.28,32201.0,Coed,0.005,0.20800000000000002,0.006999999999999999,0.057,0.001
693,Huntington University,Huntington,IN,996.0,Priv,Mod,,0.5479999999999999,34848.0,34848.0,0.71,0.27,32515.0,Coed,0.002,0.021,0.002,0.048,0.047
694,Huntsville Bible College,Huntsville,AL,,Priv,Not Reported,,,,,,,,Coed,,,,,
695,Husson University,Bangor,ME,2763.0,Priv,Mod,0.76,,31280.0,31280.0,0.65,0.92,33412.0,Coed,0.003,0.04,0.013999999999999999,0.019,0.034
696,Huston-Tillotson University,Austin,TX,1053.0,Priv,Mod,0.513,0.133,23102.0,23102.0,,,,Coed,0.002,0.642,0.001,0.278,0.031
697,Idaho State University,Pocatello,ID,10416.0,Pub,Min,0.64,0.201,21111.0,35887.0,0.46,0.52,29167.0,Coed,0.017,0.013000000000000001,0.018000000000000002,0.14,0.051
698,Illinois College,Jacksonville,IL,983.0,Priv,Mod,0.774,0.6509999999999999,43870.0,43870.0,0.89,0.31,32156.0,Coed,0.003,0.105,0.006999999999999999,0.079,0.057999999999999996
699,Illinois Institute of Technology,Chicago,IL,2991.0,Priv,Mod,0.92,0.379,65386.0,65386.0,0.86,0.39,32671.0,Coed,0.005,0.079,0.175,0.20600000000000002,0.259
700,Illinois State University,Normal,IL,18330.0,Pub,Min,0.8059999999999999,0.47,31124.0,42648.0,0.43,0.4,30240.0,Coed,0.002,0.086,0.022000000000000002,0.10400000000000001,0.005
