,name,city,state,n_students,type,acceptance_difficulty,freshman_satisfaction,grad_rate,resident_cost,nonresident_cost,need_met,merit_aid,avg_grad_debt,gender_mix,pct_american_indian,pct_african_american,pct_asian_pacific_islander,pct_hispanic,pct_international
0,Abilene Christian University,Abilene,TX,3670.0,Priv,Mod,0.765,0.48100000000000004,51957.0,51957.0,0.71,1.0,,Coed,0.003,0.091,0.013000000000000001,0.17800000000000002,0.039
1,Academy of Art University,San Francisco,CA,7051.0,Proft,Non,0.78,0.055,52532.0,52532.0,0.32,0.11,35862.0,Coed,0.006999999999999999,0.081,0.092,0.155,0.278
2,Adams State University,Alamosa,CO,1991.0,Pub,Mod,0.5379999999999999,0.24,22916.0,34340.0,0.7,0.41,22822.0,Coed,0.013000000000000001,0.081,0.012,0.348,0.006
3,Adelphi University,Garden City,NY,5391.0,Priv,Mod,0.81,0.603,58710.0,58710.0,0.44,0.86,34980.0,Coed,0.002,0.09,0.115,0.18100000000000002,0.04
4,Adrian College,Adrian,MI,1647.0,Priv,Mod,0.7,0.42200000000000004,,,0.77,0.22,27741.0,Coed,0.004,0.099,0.006,0.023,0.001
5,Adventist University of Health Sciences,Orlando,FL,1341.0,Priv,Min,0.66,,28872.0,28872.0,0.31,0.14,38990.0,Coed,0.002,0.188,0.057999999999999996,0.324,0.016
6,Agnes Scott College,Decatur,GA,996.0,Priv,Mod,0.789,0.638,57705.0,57705.0,0.84,0.37,30850.0,Women,0.002,0.335,0.083,0.13699999999999998,0.07
7,Alabama A&M University,Huntsville,AL,4940.0,Pub,Min,0.75,0.37200000000000005,24036.0,32646.0,0.74,0.07,38819.0,Coed,0.001,0.97,0.002,0.003,0.009000000000000001
8,Alabama State University,Montgomery,AL,3903.0,Pub,Min,0.59,0.10099999999999999,22260.0,30588.0,0.81,0.33,3376.0,Coed,0.001,0.945,0.005,0.01,0.01
9,Alaska Bible College,Palmer,AK,50.0,Priv,Min,0.2,,15800.0,15800.0,,,,Coed,0.013000000000000001,0.006999999999999999,,0.013000000000000001,
10,Alaska Pacific University,Anchorage,AK,294.0,Priv,Min,0.46299999999999997,0.364,34670.0,34670.0,,,,Coed,0.139,0.040999999999999995,0.034,0.013999999999999999,0.0
11,Albany College of Pharmacy and Health Sciences,Albany,NY,1078.0,Priv,Mod,0.8,0.74,,,0.54,0.25,,Coed,0.004,0.037000000000000005,0.152,0.049,0.067
12,Albany State University,Albany,GA,2594.0,Pub,Min,0.6709999999999999,0.053,15202.0,28278.0,0.71,0.38,,Coed,0.003,0.902,0.001,0.019,0.004
13,Albertus Magnus College,New Haven,CT,1220.0,Priv,Mod,0.84,0.26899999999999996,48892.0,48892.0,,,36908.0,Coed,0.003,0.34600000000000003,0.005,0.185,0.016
14,Albion College,Albion,MI,1533.0,Priv,Mod,0.75,0.525,62155.0,62155.0,0.93,0.99,40347.0,Coed,0.003,0.153,0.021,0.10400000000000001,0.017
15,Albright College,Reading,PA,1912.0,Priv,Mod,0.688,0.435,41382.0,41382.0,0.89,0.14,36422.0,Coed,0.011000000000000001,0.23600000000000002,0.023,0.152,0.018000000000000002
16,Alcorn State University,Lorman,MS,3172.0,Pub,Mod,0.75,0.158,24680.0,24680.0,0.76,0.62,33766.0,Coed,0.002,0.934,0.001,0.005,0.027000000000000003
17,Alderson-Broaddus College,Philippi,WV,981.0,Priv,Mod,0.55,0.39399999999999996,39820.0,39820.0,0.91,0.32,24079.0,Coed,0.006999999999999999,0.18899999999999997,0.016,0.044000000000000004,0.046
18,Alfred State College,Alfred,NY,3737.0,Pub,Mod,0.69,0.562,26361.0,36271.0,0.54,0.31,32052.0,Coed,0.003,0.124,0.015,0.09300000000000001,0.006999999999999999
19,Alfred University,Alfred,NY,1671.0,Priv,Mod,0.73,0.442,51988.0,51988.0,0.85,0.51,34224.0,Coed,0.004,0.11699999999999999,0.015,0.098,0.026000000000000002
20,Alice Lloyd College,Pippa Passes,KY,598.0,Priv,Min,0.604,0.154,,16690.0,0.66,0.17,10141.0,Coed,0.0,0.022000000000000002,0.005,0.013000000000000001,0.006999999999999999
21,Allegheny College,Meadville,PA,1771.0,Priv,Very,0.82,0.664,65400.0,65400.0,0.92,0.33,,Coed,0.003,0.095,0.038,0.09699999999999999,0.036000000000000004
22,Allegheny Wesleyan College,Salem,OH,54.0,Priv,Not Reported,,,,,,,4500.0,Coed,,,,,
23,Allen College,Waterloo,IA,341.0,Priv,Mod,0.95,,32468.0,32468.0,0.0,,,Not Reported,0.003,0.009000000000000001,0.015,0.012,0.006
24,Allen University,Columbia,SC,827.0,Priv,Min,0.62,,25920.0,25920.0,0.7,0.09,13037.0,Coed,,,,,
25,Alliant International University,San Diego,CA,168.0,Priv,Min,,,,,0.64,,,Coed,,,,,
26,Alma College,Alma,MI,1426.0,Priv,Mod,0.765,0.561,53282.0,53282.0,0.75,0.24,39081.0,Coed,0.004,0.034,0.016,0.051,0.018000000000000002
27,Alvernia University,Reading,PA,2323.0,Priv,Mod,0.82,0.366,49530.0,49530.0,0.68,0.24,51958.0,Coed,0.003,0.105,0.017,0.086,0.004
28,Alverno College,Milwaukee,WI,1219.0,Priv,Mod,0.68,0.2,44044.0,44044.0,,0.9,36994.0,Not Reported,0.006999999999999999,0.136,0.047,0.3,0.002
29,Amberton University,Garland,TX,231.0,Priv,Min,,,,,,,,Coed,,,,,
30,American Academy of Art,Chicago,IL,260.0,Priv,Mod,0.75,,,,0.7,,,Coed,0.004,0.096,0.05,0.358,0.0
31,American Baptist College,Nashville,TN,152.0,Priv,Non,0.06,,14387.0,14387.0,0.4,,9743.0,Coed,,,,,
32,American InterContinental University Online,Schaumburg,IL,20341.0,Proft,Min,,,,,,,,Coed,,,,,
33,American International College,Springfield,MA,1372.0,Priv,Min,0.62,0.258,52480.0,52480.0,0.72,0.09,35587.0,Coed,0.005,0.24600000000000002,0.017,0.198,0.03
34,American National University - Roanoke Valley,Salem,VA,,Proft,Non,,,,,,,,Coed,,,,,
35,American Public University System,Charles Town,WV,37746.0,Proft,Non,0.98,,,,,,,Coed,0.006,0.163,0.031,0.135,0.006999999999999999
36,American Sentinel University,Aurora,CO,,Proft,Not Reported,,,,,,,,Coed,,,,,
37,American University,Washington,DC,8287.0,Priv,Very,0.878,0.75,66478.0,66478.0,0.87,0.25,35122.0,Coed,0.001,0.077,0.077,0.14300000000000002,0.129
38,American University of Puerto Rico,Bayamon,PR,2324.0,Priv,Non,0.8,,,,0.45,,7000.0,Coed,,,,0.9590000000000001,
39,Amherst College,Amherst,MA,1836.0,Priv,Most,0.96,0.8959999999999999,76750.0,76750.0,1.0,,13710.0,Coed,0.006999999999999999,0.125,0.158,0.14,0.092
40,Amridge University,Montgomery,AL,354.0,Priv,Min,,,,,,,11179.0,Coed,0.006,0.789,0.006,0.019,0.0
41,Anderson University,Anderson,SC,2983.0,Priv,Min,0.75,0.519,43110.0,43110.0,0.74,0.4,48455.0,Coed,0.001,0.063,0.005,0.035,0.012
42,Anderson University,Anderson,IN,1566.0,Priv,Mod,0.73,0.5720000000000001,45240.0,45240.0,0.97,0.17,,Coed,0.012,0.094,0.018000000000000002,0.022000000000000002,0.019
43,Andrews University,Berrien Springs,MI,1704.0,Priv,Mod,0.868,0.331,43158.0,43158.0,0.86,0.99,33456.0,Coed,0.003,0.233,0.18,0.16899999999999998,0.179
44,Angelo State University,San Angelo,TX,8752.0,Pub,Mod,0.669,0.20600000000000002,22629.0,35289.0,0.87,0.62,24496.0,Coed,0.004,0.059000000000000004,0.017,0.37,0.026000000000000002
45,Anna Maria College,Paxton,MA,1128.0,Priv,Min,0.65,0.255,52090.0,52090.0,,0.88,,Coed,0.004,0.105,0.021,0.084,0.004
46,Antioch College,Yellow Springs,OH,102.0,Priv,Mod,0.47,0.66,50683.0,50683.0,,,,Coed,0.01,0.16699999999999998,0.02,0.157,0.0
47,Antioch University Los Angeles,Culver City,CA,252.0,Priv,Mod,,,,,,,,Coed,0.004,0.203,0.052000000000000005,0.29100000000000004,0.004
48,Antioch University Midwest,Yellow Springs,OH,41.0,Priv,Non,,,,,,,,Coed,,0.036000000000000004,,0.022000000000000002,
49,Antioch University Santa Barbara,Santa Barbara,CA,104.0,Priv,Mod,,,,,,,,Coed,,0.042,0.032,0.263,0.087
50,Antioch University Seattle,Seattle,WA,103.0,Priv,Non,,,,,,,15999.0,Coed,0.0,0.015,0.02,0.039,
51,Apex School of Theology,Durham,NC,529.0,Priv,Mod,0.92,,,,,,,Coed,,0.795,,0.016,
52,Appalachian Bible College,Mount Hope,WV,259.0,Priv,Non,0.74,0.47200000000000003,22900.0,22900.0,0.7,0.05,3043.0,Coed,,0.013999999999999999,0.013999999999999999,0.006999999999999999,0.04
53,Appalachian State University,Boone,NC,17381.0,Pub,Mod,0.872,0.523,19458.0,34265.0,0.63,0.05,23230.0,Coed,0.003,0.035,0.018000000000000002,0.063,0.008
54,Aquinas College,Grand Rapids,MI,1551.0,Priv,Mod,0.736,0.36,46164.0,46164.0,0.79,0.57,32204.0,Coed,0.004,0.039,0.013999999999999999,0.069,0.024
55,Aquinas College,Nashville,TN,337.0,Priv,Min,0.73,0.25,46154.0,46154.0,,,,Coed,0.003,0.059000000000000004,0.055999999999999994,0.04,0.042
56,Arcadia University,Glenside,PA,2390.0,Priv,Mod,0.78,0.625,58340.0,58340.0,0.86,0.4,,Coed,0.002,0.098,0.054000000000000006,0.091,0.028999999999999998
57,"Argosy University, Atlanta",Atlanta,GA,,Proft,Not Reported,,,,,,,,Coed,,,,,
58,"Argosy University, Chicago",Chicago,IL,,Proft,Not Reported,,,,,,,,Coed,,,,,
59,"Argosy University, Hawaii",Honolulu,HI,,Proft,Not Reported,,,,,,,,Coed,,,,,
60,"Argosy University, Los Angeles",Los Angeles,CA,,Proft,Not Reported,,,,,,,,Coed,,,,,
61,"Argosy University, Orange County",Orange,CA,,Proft,Not Reported,,,,,,,,Coed,,,,,
62,"Argosy University, Phoenix",Phoenix,AZ,,Proft,Not Reported,,,,,,,,Coed,,,,,
63,"Argosy University, Seattle",Seattle,WA,,Proft,Not Reported,,,,,,,,Coed,,,,,
64,"Argosy University, Tampa",Tampa,FL,,Proft,Not Reported,,,,,,,,Coed,,,,,
65,"Argosy University, Twin Cities",Eagan,MN,,Proft,Not Reported,,,,,,,,Coed,,,,,
66,"Argosy University, Washington DC",Arlington,VA,,Proft,Not Reported,,,,,,,,Coed,,,,,
67,Arizona Christian University,Phoenix,AZ,700.0,Priv,Min,,0.429,40550.0,40550.0,0.31,0.28,,Coed,0.012,0.156,0.011000000000000001,0.231,0.044000000000000004
68,Arizona State University,Tempe,AZ,42427.0,Pub,Mod,0.87,0.455,29103.0,47193.0,0.7,0.37,23237.0,Coed,0.013000000000000001,0.043,0.087,0.235,0.126
69,Arkansas Baptist College,Little Rock,AR,626.0,Priv,Min,0.34,,,,,,,Coed,,,,,
70,Arkansas State University,State University,AR,9592.0,Pub,Mod,0.76,0.212,17240.0,23540.0,0.62,0.57,27400.0,Coed,0.004,0.14,0.009000000000000001,0.027000000000000003,0.052000000000000005
71,Arkansas Tech University,Russellville,AR,11151.0,Pub,Mod,0.703,0.285,21523.0,28483.0,0.59,0.67,23417.0,Coed,0.006,0.077,0.013999999999999999,0.077,0.038
72,Arlington Baptist College,Arlington,TX,164.0,Priv,Non,0.35,0.146,23640.0,23640.0,,,4838.0,Coed,0.012,0.245,0.012,0.172,0.006
73,Armstrong State University,Savannah,GA,6281.0,Pub,Mod,0.65,0.127,17014.0,30496.0,0.63,0.06,29030.0,Coed,0.004,0.267,0.038,0.085,0.018000000000000002
74,Art Academy of Cincinnati,Cincinnati,OH,164.0,Priv,Mod,0.81,,,,0.6,0.21,25030.0,Coed,,,,,
75,Art Center College of Design,Pasadena,CA,2005.0,Priv,Very,0.8,0.24100000000000002,,,,,,Coed,0.004,0.019,0.49,0.18100000000000002,0.318
76,Art Institute of California - Hollywood,North Hollywood,CA,,Proft,Not Reported,,,,,,,,Coed,,,,,
77,Art Institute of California - San Diego,San Diego,CA,,Proft,Not Reported,,,,,,,,Coed,,,,,
78,Art Institute of Dallas,Dallas,TX,,Proft,Not Reported,,,,,,,,Coed,,,,,
79,Art Institute of Houston,Houston,TX,,Proft,Not Reported,,,,,,,,Coed,,,,,
80,Art Institute of Las Vegas,Henderson,NV,,Proft,Not Reported,,,,,,,,Coed,,,,,
81,Art Institute of Pittsburgh,Pittsburgh,PA,,Proft,Not Reported,,,,,,,,Coed,,,,,
82,Art Institute of Seattle,Seattle,WA,,Proft,Not Reported,,,,,,,,Coed,,,,,
83,Asbury University,Wilmore,KY,1717.0,Priv,Mod,0.846,,,,0.78,0.47,29000.0,Coed,0.006,0.042,0.02,0.06,0.039
84,Ashford University,San Diego,CA,9866.0,Proft,Min,0.45,,,,,,,Coed,,,,,
85,Ashland University,Ashland,OH,4536.0,Priv,Mod,0.7959999999999999,0.501,32170.0,32170.0,,0.15,36779.0,Coed,0.005,0.133,0.006999999999999999,0.031,0.022000000000000002
86,Aspen University,Denver,CO,200.0,Proft,Mod,,,,,,,,Coed,,,,,
87,Assumption College,Worcester,MA,1938.0,Priv,Mod,0.831,0.716,58244.0,58244.0,0.77,0.33,,Coed,0.001,0.05,0.027999999999999997,0.079,0.018000000000000002
88,Athens State University,Athens,AL,2969.0,Pub,Non,,,,,,,,Coed,0.016,0.126,0.01,0.027000000000000003,0.0
89,Atlantic University College,Guaynabo,PR,1168.0,Priv,Not Reported,,,,,,,,Coed,,,,,
90,Auburn University,Auburn University,AL,24628.0,Pub,Mod,0.898,0.499,32196.0,51828.0,0.52,0.29,29331.0,Coed,0.004,0.057999999999999996,0.025,0.036000000000000004,0.067
91,Auburn University at Montgomery,Montgomery,AL,4632.0,Pub,Mod,0.67,0.12,22309.0,32787.0,0.58,0.84,28464.0,Coed,0.004,0.43200000000000005,0.024,0.012,0.048
92,Augsburg College,Minneapolis,MN,2427.0,Priv,Mod,0.7659999999999999,0.451,54461.0,54461.0,0.8,0.22,40097.0,Coed,0.01,0.13699999999999998,0.09,0.079,0.034
93,Augustana College,Rock Island,IL,2647.0,Priv,Mod,0.865,0.706,54907.0,54907.0,0.87,0.37,34964.0,Coed,0.0,0.043,0.027999999999999997,0.105,0.071
94,Augustana University,Sioux Falls,SD,1749.0,Priv,Mod,0.86,0.5589999999999999,48076.0,48076.0,0.89,0.99,38588.0,Coed,0.005,0.023,0.015,0.03,0.079
95,Aurora University,Aurora,IL,4020.0,Priv,Mod,0.7490000000000001,0.37200000000000005,40632.0,40632.0,0.82,0.27,28373.0,Coed,0.002,0.07200000000000001,0.025,0.315,0.003
96,Austin College,Sherman,TX,1288.0,Priv,Very,0.816,0.6559999999999999,56557.0,56557.0,0.87,0.41,,Coed,0.005,0.10099999999999999,0.131,0.209,0.019
97,Austin Graduate School of Theology,Austin,TX,22.0,Priv,Min,,,,,,,,Coed,,0.07400000000000001,,0.025,
98,Austin Peay State University,Clarksville,TN,9871.0,Pub,Mod,0.66,0.257,27059.0,32603.0,,0.74,25279.0,Coed,0.003,0.221,0.017,0.077,0.006
99,Ave Maria University,Ave Maria,FL,1068.0,Priv,Mod,0.72,0.447,,,0.83,0.45,26420.0,Coed,0.006,0.054000000000000006,0.027000000000000003,0.152,0.022000000000000002
100,Averett University,Danville,VA,965.0,Priv,Mod,0.634,0.358,45586.0,45586.0,0.7,0.18,31127.0,Coed,0.004,0.308,0.011000000000000001,0.04,0.057
101,Avila University,Kansas City,MO,1246.0,Priv,Min,0.68,0.33799999999999997,31115.0,31115.0,0.26,0.17,16508.0,Coed,0.006,0.249,0.024,0.111,0.092
102,Azusa Pacific University,Azusa,CA,5671.0,Priv,Mod,0.8270000000000001,0.512,56826.0,56826.0,0.62,0.44,24867.0,Coed,0.002,0.054000000000000006,0.11,0.33,0.028999999999999998
103,Babson College,Babson Park,MA,2361.0,Priv,Very,0.94,0.8909999999999999,73178.0,73178.0,1.0,0.1,37866.0,Coed,0.001,0.062,0.16899999999999998,0.158,0.27699999999999997
104,Bacone College,Muskogee,OK,884.0,Priv,Min,,,,,,,,Coed,,,,,
105,Baker College of Flint,Flint,MI,24099.0,Priv,Min,,,22340.0,22340.0,,,,Coed,0.006999999999999999,0.18,0.005,0.03,0.0
106,Baker University,Baldwin City,KS,1214.0,Priv,Mod,0.813,0.455,44630.0,44630.0,0.8,0.96,35161.0,Coed,0.008,0.09699999999999999,0.016,0.091,0.028999999999999998
107,Baldwin Wallace University,Berea,OH,3136.0,Priv,Mod,0.825,0.462,50260.0,50260.0,0.88,0.32,33838.0,Coed,0.001,0.09300000000000001,0.013000000000000001,0.055999999999999994,0.006999999999999999
108,Ball State University,Muncie,IN,17004.0,Pub,Mod,0.785,0.47600000000000003,24962.0,41742.0,0.66,0.65,28275.0,Coed,0.0,0.086,0.013000000000000001,0.05,0.015
109,Baptist Bible College,Springfield,MO,544.0,Priv,Non,0.57,0.242,,,,,,Coed,,,,,
110,Baptist Bible College and Seminary,South Abington Township,PA,722.0,Priv,Min,0.47,0.36200000000000004,32110.0,32110.0,,,29483.0,Coed,0.004,0.035,0.006999999999999999,0.015,0.001
111,Baptist College of Florida,Graceville,FL,427.0,Priv,Non,0.74,0.257,22982.0,22982.0,0.25,0.1,24444.0,Coed,0.005,0.073,0.009000000000000001,0.035,0.002
112,Baptist College of Health Sciences,Memphis,TN,1056.0,Priv,Mod,0.74,,14800.0,14800.0,,,,Not Reported,,0.391,0.016,0.025,
113,Baptist Missionary Association Theological Seminary,Jacksonville,TX,56.0,Priv,Non,,,,,,,4200.0,Not Reported,,,,,
114,Baptist University of the Americas,San Antonio,TX,195.0,Priv,Not Reported,0.87,,15610.0,15610.0,,,,Coed,0.0,0.026000000000000002,0.013000000000000001,0.877,0.205
115,Barclay College,Haviland,KS,229.0,Priv,Min,0.65,0.38299999999999995,32990.0,32990.0,0.2,0.18,19926.0,Coed,0.018000000000000002,0.16399999999999998,0.009000000000000001,0.062,0.017
116,Bard College,Annandale-on-Hudson,NY,1930.0,Priv,Mod,0.825,0.621,75112.0,75112.0,0.81,0.01,27726.0,Coed,0.001,0.081,0.047,0.064,0.109
117,Bard College at Simon's Rock,Great Barrington,MA,329.0,Priv,Mod,0.76,0.225,69998.0,69998.0,,,,Coed,0.004,0.042,0.12,0.039,0.14
118,Barnard College,New York,NY,2604.0,Priv,Most,0.95,0.871,78044.0,78044.0,1.0,,20829.0,Women,0.003,0.066,0.163,0.131,0.091
119,Barry University,Miami Shores,FL,3505.0,Priv,Mod,0.61,,47100.0,47100.0,0.68,0.97,41293.0,Coed,0.005,0.371,0.015,0.369,0.084
120,Barton College,Wilson,NC,976.0,Priv,Min,0.72,0.413,47754.0,47754.0,0.67,0.18,25529.0,Coed,0.009000000000000001,0.21600000000000003,0.011000000000000001,0.096,0.053
121,Baruch College (City University of New York),New York,NY,15024.0,Pub,Very,0.885,0.39799999999999996,,,0.51,0.06,9182.0,Coed,0.001,0.095,0.361,0.292,0.10800000000000001
122,Bastyr University,Kenmore,WA,287.0,Priv,Not Reported,,,,,0.0,,,Coed,0.018000000000000002,0.036000000000000004,0.095,0.05,0.031
123,Bates College,Lewiston,ME,1787.0,Priv,Very,0.9520000000000001,0.89,73538.0,73538.0,1.0,,21525.0,Coed,0.001,0.053,0.042,0.09699999999999999,0.07400000000000001
124,Bay Path College,Longmeadow,MA,1947.0,Priv,Mod,0.7,0.534,49856.0,49856.0,0.74,0.1,41594.0,Not Reported,0.003,0.131,0.021,0.192,0.006
125,Bayamon Central University,Bayamón,PR,1722.0,Priv,Min,0.91,0.062,,,,,,Coed,,,,1.0,0.003
126,Baylor University,Waco,TX,14188.0,Priv,Mod,0.888,0.627,64880.0,64880.0,0.68,0.92,50172.0,Coed,0.004,0.061,0.069,0.163,0.033
127,Beacon College,Leesburg,FL,348.0,Priv,Mod,0.68,0.56,59926.0,59926.0,,0.24,27000.0,Coed,0.006,0.151,0.038,0.057999999999999996,0.011000000000000001
128,Becker College,Worcester,MA,1882.0,Priv,Mod,0.73,,58385.0,58385.0,0.6,1.0,,Coed,0.006999999999999999,0.073,0.025,0.084,0.008
129,Beckfield College,Florence,KY,605.0,Proft,Not Reported,,,,,,,,Coed,,,,,
130,Beis Medrash Heichal Dovid,Far Rockaway,NY,91.0,Priv,Not Reported,,,,,,,,Men,,,,,
131,Belhaven University,Jackson,MS,2482.0,Priv,Mod,0.63,0.371,37000.0,37000.0,0.68,1.0,8654.0,Coed,0.004,0.457,0.01,0.053,0.018000000000000002
132,Bellarmine University,Louisville,KY,2552.0,Priv,Mod,0.79,0.564,59320.0,59320.0,0.82,0.41,29095.0,Coed,0.002,0.049,0.021,0.04,0.013000000000000001
133,Bellevue University,Bellevue,NE,6828.0,Priv,Non,0.5,0.29600000000000004,,,,,,Coed,0.006999999999999999,0.132,0.022000000000000002,0.071,0.022000000000000002
134,Bellin College,Green Bay,WI,362.0,Priv,Mod,0.72,0.541,,,,,33961.0,Not Reported,0.005,0.01,0.013000000000000001,0.021,0.0
135,Belmont Abbey College,Belmont,NC,1524.0,Priv,Mod,,,28594.0,28594.0,0.55,0.36,25610.0,Coed,,,,,
136,Belmont University,Nashville,TN,6497.0,Priv,Mod,0.85,0.583,54595.0,54595.0,0.63,0.39,30465.0,Coed,0.003,0.047,0.024,0.054000000000000006,0.013999999999999999
137,Beloit College,Beloit,WI,1275.0,Priv,Mod,0.78,0.72,61784.0,61784.0,0.95,0.67,31675.0,Coed,0.002,0.083,0.05,0.14,0.18
138,Bemidji State University,Bemidji,MN,4833.0,Pub,Mod,,0.262,17104.0,17104.0,0.58,0.59,,Coed,0.027000000000000003,0.023,0.013000000000000001,0.024,0.023
139,Benedict College,Columbia,SC,2641.0,Priv,Min,,,36830.0,36830.0,,,,Coed,,,,,
140,Benedictine College,Atchison,KS,2071.0,Priv,Min,0.79,0.489,48200.0,48200.0,0.78,0.43,29196.0,Coed,0.006,0.034,0.011000000000000001,0.069,0.019
141,Benedictine University,Lisle,IL,2718.0,Priv,Mod,0.72,0.33,48360.0,48360.0,,0.93,33295.0,Coed,0.006999999999999999,0.086,0.151,0.17600000000000002,0.013999999999999999
142,Bennett College,Greensboro,NC,534.0,Priv,Min,0.53,0.195,32817.0,32817.0,0.45,0.04,,Women,0.0,0.858,0.002,0.025,0.009000000000000001
143,Bennington College,Bennington,VT,775.0,Priv,Very,0.78,0.561,77155.0,77155.0,0.9,0.28,27965.0,Coed,0.005,0.046,0.024,0.11900000000000001,0.171
144,Bentley University,Waltham,MA,4253.0,Priv,Very,0.93,0.8170000000000001,71320.0,71320.0,0.95,0.4,30997.0,Coed,0.0,0.044000000000000004,0.102,0.084,0.162
145,Berea College,Berea,KY,1673.0,Priv,Mod,0.831,0.47600000000000003,,10766.0,0.98,,7468.0,Coed,0.001,0.175,0.03,0.129,0.075
146,Bergin University of Canine Studies,Rohnert Park,CA,,Priv,Not Reported,,,,,,,,Coed,,,,,
147,Berkeley College,New York,NY,3293.0,Proft,Min,0.66,0.182,,,,,,Coed,0.004,0.25,0.027999999999999997,0.244,0.087
148,Berkeley College,White Plains,NY,403.0,Proft,Min,0.62,0.247,41056.0,41056.0,,,,Coed,0.0,0.23399999999999999,0.027999999999999997,0.281,0.09300000000000001
149,Berkeley College,Woodland Park,NJ,3324.0,Proft,Min,0.61,0.228,,,,,,Coed,0.002,0.182,0.015,0.41700000000000004,0.005
150,Berklee College of Music,Boston,MA,5112.0,Priv,Mod,0.85,0.385,66944.0,66944.0,0.44,0.45,43444.0,Coed,0.002,0.076,0.066,0.126,0.332
151,Berry College,Mount Berry,GA,1978.0,Priv,Mod,0.78,0.573,53540.0,53540.0,0.85,0.39,26858.0,Coed,0.003,0.052000000000000005,0.022000000000000002,0.067,0.006
152,Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,40.0,Priv,Not Reported,,,,,,,,Men,,,,,
153,Beth Hatalmud Rabbinical College,Brooklyn,NY,75.0,Priv,Not Reported,,,,,,,,Men,,,,,
154,Beth Medrash Govoha,Lakewood,NJ,2747.0,Priv,Mod,,,,,,,,Men,,,,,
155,Bethany College,Lindsborg,KS,665.0,Priv,Mod,0.64,0.268,39265.0,39265.0,0.89,0.25,22015.0,Coed,0.008,0.12300000000000001,0.013999999999999999,0.12,0.062
156,Bethany College,Bethany,WV,710.0,Priv,Mod,0.634,0.319,40353.0,40353.0,,,27057.0,Coed,0.006,0.18600000000000003,0.004,0.053,0.024
157,Bethany Lutheran College,Mankato,MN,739.0,Priv,Mod,0.8,0.46299999999999997,39150.0,39150.0,0.85,0.23,36911.0,Coed,0.0,0.033,0.019,0.044000000000000004,0.098
158,Bethel College,Mishawaka,IN,1294.0,Priv,Min,0.78,0.534,42406.0,42406.0,,,33565.0,Coed,0.001,0.1,0.017,0.084,0.017
159,Bethel College,North Newton,KS,444.0,Priv,Mod,0.56,0.406,41638.0,41638.0,0.91,1.0,5633.0,Coed,0.009000000000000001,0.157,0.018000000000000002,0.08800000000000001,0.016
160,Bethel University,St. Paul,MN,2857.0,Priv,Mod,0.8490000000000001,0.67,53200.0,53200.0,0.86,0.32,37883.0,Coed,0.004,0.049,0.045,0.046,0.008
161,Bethel University,McKenzie,TN,4239.0,Priv,Min,0.64,0.209,32028.0,32028.0,0.79,,,Coed,,0.509,0.006,0.022000000000000002,0.019
162,Bethesda University of California,Anaheim,CA,232.0,Priv,Min,,,,,0.8,0.5,2500.0,Coed,,,,,
163,Bethune-Cookman University,Daytona Beach,FL,3992.0,Priv,Min,0.67,0.128,30426.0,30426.0,0.55,0.04,38728.0,Coed,0.001,0.7909999999999999,0.001,0.031,0.018000000000000002
164,Beulah Heights University,Atlanta,GA,349.0,Priv,Non,0.57,0.13699999999999998,17800.0,17800.0,0.75,,40000.0,Coed,0.0,0.7340000000000001,0.073,0.039,0.005
165,Beverly Hills Design Institute,Beverly Hills,CA,,Priv,Non,0.75,,,,0.0,,,Coed,,,,,
166,Binghamton University,Binghamton,NY,13708.0,Pub,Very,0.91,0.726,28269.0,45859.0,0.7,0.12,27022.0,Coed,0.001,0.057,0.153,0.12300000000000001,0.08199999999999999
167,Biola University,La Mirada,CA,4091.0,Priv,Mod,0.84,0.537,59176.0,59176.0,0.58,0.34,34687.0,Coed,0.002,0.025,0.183,0.209,0.031
168,Birmingham-Southern College,Birmingham,AL,1231.0,Priv,Mod,0.85,,34280.0,34280.0,0.74,0.99,28007.0,Coed,0.009000000000000001,0.08199999999999999,0.040999999999999995,0.026000000000000002,0.0
169,Black Hills State University,Spearfish,SD,3947.0,Pub,Min,0.69,,21851.0,24997.0,,,,Coed,0.040999999999999995,0.017,0.009000000000000001,0.06,0.013000000000000001
170,Blackburn College,Carlinville,IL,566.0,Priv,Mod,0.7,0.341,33260.0,33260.0,0.9,0.08,30677.0,Coed,0.0,0.124,0.013000000000000001,0.044000000000000004,0.021
171,Blessing-Reiman College of Nursing,Quincy,IL,233.0,Priv,Mod,,0.318,,,,,,Not Reported,0.0,0.036000000000000004,0.012,0.006,
172,Bloomfield College,Bloomfield,NJ,1947.0,Priv,Mod,0.65,0.161,41900.0,41900.0,0.69,0.44,,Coed,0.003,0.519,0.031,0.294,0.043
173,Bloomsburg University of Pennsylvania,Bloomsburg,PA,8606.0,Pub,Min,0.735,0.374,25052.0,36626.0,0.49,0.3,36908.0,Coed,0.002,0.086,0.013000000000000001,0.071,0.005
174,Blue Mountain College,Blue Mountain,MS,588.0,Priv,Mod,0.65,0.529,,,0.67,0.06,19084.0,Coed,0.005,0.127,0.003,0.016,0.019
175,Bluefield College,Bluefield,VA,951.0,Priv,Min,0.53,0.146,38054.0,38054.0,0.68,0.2,27855.0,Coed,0.0,0.23800000000000002,0.005,0.049,0.044000000000000004
